job_id,protein,protein_label,protein_group,ligand,ligand_label,ligand_field,assembly,ha_chains,ligand_copies,monomer_length,total_polymer_residues,config,sampling_steps,diffusion_samples,max_parallel_samples,recycling_steps,sample_rank,status,msa_depth,msa_raw_depth,msa_csv,confidence_score,complex_plddt,ptm,iptm,ligand_iptm,protein_iptm,complex_iplddt,complex_pde,complex_ipde,structure_path,confidence_json,note
duck_bavaria_h1_a23_ha_trimer_3lig,duck_bavaria_h1,A/duck/Bavaria/1/77,H1,a23,alpha2-3 SIA glycan,smiles,HA trimer + 3 ligands,3,3,502,1506,ha_trimer_3lig_s40_n1_p1_r3,40,1,1,3,0,ok,1227,1234,flu_trimer_ligand_experiments/runs/ha_trimer_3lig_s40_n1_p1_r3/duck_bavaria_h1_a23_ha_trimer_3lig/boltz_results_duck_bavaria_h1_a23_ha_trimer_3lig/msa/duck_bavaria_h1_a23_ha_trimer_3lig_0.csv,0.9078467488288879,0.9088320136070251,0.91358482837677,0.9039056301116943,0.8759448528289795,0.9179976582527161,0.8731759786605835,0.6150222420692444,2.537917375564575,flu_trimer_ligand_experiments/runs/ha_trimer_3lig_s40_n1_p1_r3/duck_bavaria_h1_a23_ha_trimer_3lig/boltz_results_duck_bavaria_h1_a23_ha_trimer_3lig/predictions/duck_bavaria_h1_a23_ha_trimer_3lig/duck_bavaria_h1_a23_ha_trimer_3lig_model_0.cif,flu_trimer_ligand_experiments/runs/ha_trimer_3lig_s40_n1_p1_r3/duck_bavaria_h1_a23_ha_trimer_3lig/boltz_results_duck_bavaria_h1_a23_ha_trimer_3lig/predictions/duck_bavaria_h1_a23_ha_trimer_3lig/confidence_duck_bavaria_h1_a23_ha_trimer_3lig_model_0.json,Boltz affinity head is not run because it rejects multi-copy affinity ligands.
duck_bavaria_h1_a26_ha_trimer_3lig,duck_bavaria_h1,A/duck/Bavaria/1/77,H1,a26,alpha2-6 SIA glycan,smiles,HA trimer + 3 ligands,3,3,502,1506,ha_trimer_3lig_s40_n1_p1_r3,40,1,1,3,0,ok,1227,1234,flu_trimer_ligand_experiments/runs/ha_trimer_3lig_s40_n1_p1_r3/duck_bavaria_h1_a26_ha_trimer_3lig/boltz_results_duck_bavaria_h1_a26_ha_trimer_3lig/msa/duck_bavaria_h1_a26_ha_trimer_3lig_0.csv,0.898664653301239,0.9041146636009216,0.8889480233192444,0.8768647313117981,0.8389371037483215,0.8943411111831665,0.8639581203460693,0.7027726173400879,2.774001359939575,flu_trimer_ligand_experiments/runs/ha_trimer_3lig_s40_n1_p1_r3/duck_bavaria_h1_a26_ha_trimer_3lig/boltz_results_duck_bavaria_h1_a26_ha_trimer_3lig/predictions/duck_bavaria_h1_a26_ha_trimer_3lig/duck_bavaria_h1_a26_ha_trimer_3lig_model_0.cif,flu_trimer_ligand_experiments/runs/ha_trimer_3lig_s40_n1_p1_r3/duck_bavaria_h1_a26_ha_trimer_3lig/boltz_results_duck_bavaria_h1_a26_ha_trimer_3lig/predictions/duck_bavaria_h1_a26_ha_trimer_3lig/confidence_duck_bavaria_h1_a26_ha_trimer_3lig_model_0.json,Boltz affinity head is not run because it rejects multi-copy affinity ligands.
duck_bavaria_h1_sia_ha_trimer_3lig,duck_bavaria_h1,A/duck/Bavaria/1/77,H1,sia,SIA,ccd,HA trimer + 3 ligands,3,3,502,1506,ha_trimer_3lig_s40_n1_p1_r3,40,1,1,3,0,ok,1227,1234,flu_trimer_ligand_experiments/runs/ha_trimer_3lig_s40_n1_p1_r3/duck_bavaria_h1_sia_ha_trimer_3lig/boltz_results_duck_bavaria_h1_sia_ha_trimer_3lig/msa/duck_bavaria_h1_sia_ha_trimer_3lig_0.csv,0.9092548489570618,0.9158250093460083,0.8909909725189209,0.8829742074012756,0.8984479308128357,0.8876649141311646,0.9059871435165405,0.5897963643074036,1.9313015937805176,flu_trimer_ligand_experiments/runs/ha_trimer_3lig_s40_n1_p1_r3/duck_bavaria_h1_sia_ha_trimer_3lig/boltz_results_duck_bavaria_h1_sia_ha_trimer_3lig/predictions/duck_bavaria_h1_sia_ha_trimer_3lig/duck_bavaria_h1_sia_ha_trimer_3lig_model_0.cif,flu_trimer_ligand_experiments/runs/ha_trimer_3lig_s40_n1_p1_r3/duck_bavaria_h1_sia_ha_trimer_3lig/boltz_results_duck_bavaria_h1_sia_ha_trimer_3lig/predictions/duck_bavaria_h1_sia_ha_trimer_3lig/confidence_duck_bavaria_h1_sia_ha_trimer_3lig_model_0.json,Boltz affinity head is not run because it rejects multi-copy affinity ligands.
duck_bavaria_h1_ngc_ha_trimer_3lig,duck_bavaria_h1,A/duck/Bavaria/1/77,H1,ngc,NGC,ccd,HA trimer + 3 ligands,3,3,502,1506,ha_trimer_3lig_s40_n1_p1_r3,40,1,1,3,0,ok,1227,1234,flu_trimer_ligand_experiments/runs/ha_trimer_3lig_s40_n1_p1_r3/duck_bavaria_h1_ngc_ha_trimer_3lig/boltz_results_duck_bavaria_h1_ngc_ha_trimer_3lig/msa/duck_bavaria_h1_ngc_ha_trimer_3lig_0.csv,0.914606511592865,0.9197503924369812,0.9027287364006042,0.8940309882164001,0.8735272884368896,0.9004308581352234,0.9088150858879089,0.596746563911438,2.3198719024658203,flu_trimer_ligand_experiments/runs/ha_trimer_3lig_s40_n1_p1_r3/duck_bavaria_h1_ngc_ha_trimer_3lig/boltz_results_duck_bavaria_h1_ngc_ha_trimer_3lig/predictions/duck_bavaria_h1_ngc_ha_trimer_3lig/duck_bavaria_h1_ngc_ha_trimer_3lig_model_0.cif,flu_trimer_ligand_experiments/runs/ha_trimer_3lig_s40_n1_p1_r3/duck_bavaria_h1_ngc_ha_trimer_3lig/boltz_results_duck_bavaria_h1_ngc_ha_trimer_3lig/predictions/duck_bavaria_h1_ngc_ha_trimer_3lig/confidence_duck_bavaria_h1_ngc_ha_trimer_3lig_model_0.json,Boltz affinity head is not run because it rejects multi-copy affinity ligands.
memphis_h1_a23_ha_trimer_3lig,memphis_h1,A/Memphis/7/1980,H1,a23,alpha2-3 SIA glycan,smiles,HA trimer + 3 ligands,3,3,502,1506,ha_trimer_3lig_s40_n1_p1_r3,40,1,1,3,0,ok,1224,1231,flu_trimer_ligand_experiments/runs/ha_trimer_3lig_s40_n1_p1_r3/memphis_h1_a23_ha_trimer_3lig/boltz_results_memphis_h1_a23_ha_trimer_3lig/msa/memphis_h1_a23_ha_trimer_3lig_0.csv,0.9064909219741821,0.9148730635643005,0.8846522569656372,0.8729624152183533,0.8293599486351013,0.8885259628295898,0.8865885138511658,0.7446752786636353,3.29463529586792,flu_trimer_ligand_experiments/runs/ha_trimer_3lig_s40_n1_p1_r3/memphis_h1_a23_ha_trimer_3lig/boltz_results_memphis_h1_a23_ha_trimer_3lig/predictions/memphis_h1_a23_ha_trimer_3lig/memphis_h1_a23_ha_trimer_3lig_model_0.cif,flu_trimer_ligand_experiments/runs/ha_trimer_3lig_s40_n1_p1_r3/memphis_h1_a23_ha_trimer_3lig/boltz_results_memphis_h1_a23_ha_trimer_3lig/predictions/memphis_h1_a23_ha_trimer_3lig/confidence_memphis_h1_a23_ha_trimer_3lig_model_0.json,Boltz affinity head is not run because it rejects multi-copy affinity ligands.
memphis_h1_a26_ha_trimer_3lig,memphis_h1,A/Memphis/7/1980,H1,a26,alpha2-6 SIA glycan,smiles,HA trimer + 3 ligands,3,3,502,1506,ha_trimer_3lig_s40_n1_p1_r3,40,1,1,3,0,ok,1224,1231,flu_trimer_ligand_experiments/runs/ha_trimer_3lig_s40_n1_p1_r3/memphis_h1_a26_ha_trimer_3lig/boltz_results_memphis_h1_a26_ha_trimer_3lig/msa/memphis_h1_a26_ha_trimer_3lig_0.csv,0.9028517007827759,0.9089012145996094,0.88936448097229,0.8786532878875732,0.8192081451416016,0.8964672088623047,0.8635399341583252,0.763957679271698,3.2519919872283936,flu_trimer_ligand_experiments/runs/ha_trimer_3lig_s40_n1_p1_r3/memphis_h1_a26_ha_trimer_3lig/boltz_results_memphis_h1_a26_ha_trimer_3lig/predictions/memphis_h1_a26_ha_trimer_3lig/memphis_h1_a26_ha_trimer_3lig_model_0.cif,flu_trimer_ligand_experiments/runs/ha_trimer_3lig_s40_n1_p1_r3/memphis_h1_a26_ha_trimer_3lig/boltz_results_memphis_h1_a26_ha_trimer_3lig/predictions/memphis_h1_a26_ha_trimer_3lig/confidence_memphis_h1_a26_ha_trimer_3lig_model_0.json,Boltz affinity head is not run because it rejects multi-copy affinity ligands.
memphis_h1_sia_ha_trimer_3lig,memphis_h1,A/Memphis/7/1980,H1,sia,SIA,ccd,HA trimer + 3 ligands,3,3,502,1506,ha_trimer_3lig_s40_n1_p1_r3,40,1,1,3,0,ok,1224,1231,flu_trimer_ligand_experiments/runs/ha_trimer_3lig_s40_n1_p1_r3/memphis_h1_sia_ha_trimer_3lig/boltz_results_memphis_h1_sia_ha_trimer_3lig/msa/memphis_h1_sia_ha_trimer_3lig_0.csv,0.9189481139183044,0.9247427582740784,0.9034567475318909,0.8957694172859192,0.8632187247276306,0.9017395377159119,0.9155665636062622,0.5524309873580933,2.145184278488159,flu_trimer_ligand_experiments/runs/ha_trimer_3lig_s40_n1_p1_r3/memphis_h1_sia_ha_trimer_3lig/boltz_results_memphis_h1_sia_ha_trimer_3lig/predictions/memphis_h1_sia_ha_trimer_3lig/memphis_h1_sia_ha_trimer_3lig_model_0.cif,flu_trimer_ligand_experiments/runs/ha_trimer_3lig_s40_n1_p1_r3/memphis_h1_sia_ha_trimer_3lig/boltz_results_memphis_h1_sia_ha_trimer_3lig/predictions/memphis_h1_sia_ha_trimer_3lig/confidence_memphis_h1_sia_ha_trimer_3lig_model_0.json,Boltz affinity head is not run because it rejects multi-copy affinity ligands.
memphis_h1_ngc_ha_trimer_3lig,memphis_h1,A/Memphis/7/1980,H1,ngc,NGC,ccd,HA trimer + 3 ligands,3,3,502,1506,ha_trimer_3lig_s40_n1_p1_r3,40,1,1,3,0,ok,1224,1231,flu_trimer_ligand_experiments/runs/ha_trimer_3lig_s40_n1_p1_r3/memphis_h1_ngc_ha_trimer_3lig/boltz_results_memphis_h1_ngc_ha_trimer_3lig/msa/memphis_h1_ngc_ha_trimer_3lig_0.csv,0.9161124229431152,0.9231792688369751,0.8966095447540283,0.8878450989723206,0.8352262377738953,0.8951479196548462,0.9116348624229431,0.6349393129348755,2.772562026977539,flu_trimer_ligand_experiments/runs/ha_trimer_3lig_s40_n1_p1_r3/memphis_h1_ngc_ha_trimer_3lig/boltz_results_memphis_h1_ngc_ha_trimer_3lig/predictions/memphis_h1_ngc_ha_trimer_3lig/memphis_h1_ngc_ha_trimer_3lig_model_0.cif,flu_trimer_ligand_experiments/runs/ha_trimer_3lig_s40_n1_p1_r3/memphis_h1_ngc_ha_trimer_3lig/boltz_results_memphis_h1_ngc_ha_trimer_3lig/predictions/memphis_h1_ngc_ha_trimer_3lig/confidence_memphis_h1_ngc_ha_trimer_3lig_model_0.json,Boltz affinity head is not run because it rejects multi-copy affinity ligands.
texas_h5_a23_ha_trimer_3lig,texas_h5,A/dairy_cow/Texas/24_009108-001/2024,H5,a23,alpha2-3 SIA glycan,smiles,HA trimer + 3 ligands,3,3,495,1485,ha_trimer_3lig_s40_n1_p1_r3,40,1,1,3,0,ok,1237,1244,flu_trimer_ligand_experiments/runs/ha_trimer_3lig_s40_n1_p1_r3/texas_h5_a23_ha_trimer_3lig/boltz_results_texas_h5_a23_ha_trimer_3lig/msa/texas_h5_a23_ha_trimer_3lig_0.csv,0.9014955759048462,0.909717321395874,0.882265567779541,0.8686085343360901,0.824130654335022,0.88929283618927,0.8725864291191101,0.7668058276176453,3.427309274673462,flu_trimer_ligand_experiments/runs/ha_trimer_3lig_s40_n1_p1_r3/texas_h5_a23_ha_trimer_3lig/boltz_results_texas_h5_a23_ha_trimer_3lig/predictions/texas_h5_a23_ha_trimer_3lig/texas_h5_a23_ha_trimer_3lig_model_0.cif,flu_trimer_ligand_experiments/runs/ha_trimer_3lig_s40_n1_p1_r3/texas_h5_a23_ha_trimer_3lig/boltz_results_texas_h5_a23_ha_trimer_3lig/predictions/texas_h5_a23_ha_trimer_3lig/confidence_texas_h5_a23_ha_trimer_3lig_model_0.json,Boltz affinity head is not run because it rejects multi-copy affinity ligands.
texas_h5_a26_ha_trimer_3lig,texas_h5,A/dairy_cow/Texas/24_009108-001/2024,H5,a26,alpha2-6 SIA glycan,smiles,HA trimer + 3 ligands,3,3,495,1485,ha_trimer_3lig_s40_n1_p1_r3,40,1,1,3,0,ok,1237,1244,flu_trimer_ligand_experiments/runs/ha_trimer_3lig_s40_n1_p1_r3/texas_h5_a26_ha_trimer_3lig/boltz_results_texas_h5_a26_ha_trimer_3lig/msa/texas_h5_a26_ha_trimer_3lig_0.csv,0.9015321731567383,0.9105190634727478,0.8790037035942078,0.8655847907066345,0.8484289646148682,0.8843022584915161,0.875788688659668,0.7034541368484497,2.5911784172058105,flu_trimer_ligand_experiments/runs/ha_trimer_3lig_s40_n1_p1_r3/texas_h5_a26_ha_trimer_3lig/boltz_results_texas_h5_a26_ha_trimer_3lig/predictions/texas_h5_a26_ha_trimer_3lig/texas_h5_a26_ha_trimer_3lig_model_0.cif,flu_trimer_ligand_experiments/runs/ha_trimer_3lig_s40_n1_p1_r3/texas_h5_a26_ha_trimer_3lig/boltz_results_texas_h5_a26_ha_trimer_3lig/predictions/texas_h5_a26_ha_trimer_3lig/confidence_texas_h5_a26_ha_trimer_3lig_model_0.json,Boltz affinity head is not run because it rejects multi-copy affinity ligands.
